,Name,Address,City,State,Postal Code,Telephone,Overall Niche Grade,Public Schools,Crime & Safety,Housing,Nightlife,Good for Families,Diversity,Jobs,Weather,Cost of Living,Health & Fitness,Outdoor Activities,Commute
680,Buffalo Wild Wings,205 S State St,Ann Arbor,MI,48104,(734) 997-9143,A+,A+,B,C+,A+,A+,B+,B-,C+,C,A+,A,A
681,Buffalo Wild Wings,2899 W Shore Dr,Holland,MI,49424,(616) 399-9461,A,A,B,A,A-,A,A-,A,C-,A-,A,B,A-
682,Buffalo Wild Wings,704 E Chicago St,Coldwater,MI,49036,(517) 924-0770,B+,B-,B,B,A-,B,B-,B,B,A-,B+,B-,A-
683,Buffalo Wild Wings,2500 Us Highway 41 W,Marquette,MI,49855,(906) 226-0699,A,B+,B+,B,A,A-,B-,B,C-,B+,A,B,A
684,Buffalo Wild Wings,51346 Gratiot Ave,Chesterfield,MI,48051,(586) 349-9464,B,C+,B-,B+,A,B,B,B,C+,B+,B,B,B
685,Buffalo Wild Wings,3209 Stadium Dr,Kalamazoo,MI,49008,(269) 353-9464,A+,A-,C,B+,A,A,A-,B+,C,B+,A,A,A
686,Buffalo Wild Wings,3480 S Airport Rd W Ste A,Traverse City,MI,49684,(231) 421-2417,A-,B+,B,B,A,B+,B-,B,C,B+,A-,B,A-
687,Buffalo Wild Wings,2690 Tittabawassee Rd,Saginaw,MI,48604,(989) 401-5300,A-,B-,C+,B,A,B,A-,B-,C+,A-,B+,B+,A
688,Buffalo Wild Wings,8 Ionia Ave SW,Grand Rapids,MI,49503,(616) 454-9464,A,C,C+,B-,A+,B+,A,B-,C-,B+,A,A,A
689,Buffalo Wild Wings,900 S Latson Rd,Howell,MI,48843,(517) 545-2100,A-,B,A-,B+,A-,A,C+,B+,C+,B+,B+,B+,B+
690,Buffalo Wild Wings,216 James L Hart Pkwy,Ypsilanti,MI,48197,(734) 480-7410,A,B-,B,B-,A,A,A,B,C+,B,A,A,A
691,Buffalo Wild Wings,718 Glynn Isle,Brunswick,GA,31525,(912) 554-1203,B+,B,C-,B-,B,B-,A,B-,A-,B+,A-,B-,A-
692,Buffalo Wild Wings,120 Robert C Daniel Jr Pkwy,Augusta,GA,30909,(706) 736-1778,A-,C-,B+,B-,A,B,A,B-,A-,B,B+,B,A-
693,Buffalo Wild Wings,442 Northside Dr E,Statesboro,GA,30458,(912) 243-9260,B+,B,C+,C-,A,B-,A,C,A-,B-,B+,C+,A
694,Buffalo Wild Wings,7700 Abercorn St,Savannah,GA,31406,(912) 355-6937,A-,C,C-,C,A,B-,A,B-,A-,B,A,B+,A-
695,Buffalo Wild Wings,1323 Benton Blvd,Pooler,GA,31322,(912) 748-4424,A-,C-,C-,B-,A,B-,A,B+,A-,B,A-,B-,B+
696,Buffalo Wild Wings,2375 Mansell Rd,Alpharetta,GA,30022,(678) 352-4599,A+,A,C-,A-,A-,A+,A,A-,B,B-,A+,A-,B
697,Buffalo Wild Wings,1553 Baytree Rd,Valdosta,GA,31602,(229) 241-7246,A-,B,C+,C+,A,B,A,C+,A,B,A-,B,A-
698,Buffalo Wild Wings,2926 Watson Blvd,Centerville,GA,31028,(478) 953-2147,B,B+,C,B-,B-,B-,A-,B+,A-,B,B+,C+,C+
699,Buffalo Wild Wings,7322 Stonecrest Concourse,Lithonia,GA,30038,(770) 482-9453,B,C-,C+,B-,B,B,C+,C+,B+,B,A-,A-,B
700,Buffalo Wild Wings,2822 Nottingham Way,Albany,GA,31707,(229) 888-3374,B,C,C-,C,A,C,A,C-,A-,B,B+,C+,B
701,Buffalo Wild Wings,1185 Dawsonville Hwy,Gainesville,GA,30501,(770) 718-1020,A-,B-,C,C+,B+,B+,A,B+,B+,B+,A,A-,A-
702,Buffalo Wild Wings,125 Barrett Creek Pkwy,Marietta,GA,30066,(678) 354-9464,A+,A,C+,A-,B,A+,A-,A-,B,B,A,A-,B+
703,Buffalo Wild Wings,169 Tom Hill Sr Blvd,Macon,GA,31210,(478) 475-1286,A,C-,NG,B-,A,A-,A,B+,A-,B,A-,B+,C+
704,Buffalo Wild Wings,6790 Douglas Blvd,Douglasville,GA,30135,(678) 391-8470,A-,B,C,B+,A-,A-,A,B,B+,B+,A-,B+,B+
705,Buffalo Wild Wings,6000 N Terminal Pkwy,Atlanta,GA,30320,(404) 763-0770,,,,,,,,,,,,,
706,Buffalo Wild Wings,1636 Cumberland Mall SE,Atlanta,GA,30339,(770) 435-4275,A+,A-,C+,B+,A,A+,A,A,B+,B-,A+,A-,A-
707,Buffalo Wild Wings,37 Parkway Dr,Fort Oglethorpe,GA,30742,(706) 858-4911,B,B,C+,B,B,B+,B,B-,B,A-,B-,A-,B
708,Buffalo Wild Wings,2472 N Columbia St,Milledgeville,GA,31061,(478) 804-0022,B,C-,C+,C+,A,C+,A,C+,A-,B+,B+,B+,B+
709,Buffalo Wild Wings,1301 Us Highway 82 W,Tifton,GA,31793,(229) 386-5334,B,B-,C-,B+,B-,B-,A-,B,A,A-,C+,C+,B
710,Buffalo Wild Wings,355 Bullsboro Dr,Newnan,GA,30263,(770) 502-0750,B+,B+,C+,B-,B,B+,A,B+,B,B,A-,B+,B-
711,Buffalo Wild Wings,5555 Brookstone Centre Pkwy,Columbus,GA,31904,(706) 507-2110,A-,B,C-,B-,A,B-,A,C+,B+,B,A-,C+,A-
712,Buffalo Wild Wings,3333 Mall Of Georgia Blvd,Buford,GA,30519,(770) 271-9023,A,A+,C+,A-,B,A,A,A-,B+,B,A-,B-,B
713,Buffalo Wild Wings,5000 Jimmy Lee Smith Pkwy,Hiram,GA,30141,(770) 439-3744,B,C+,B-,B,B,B,A-,A-,B,B,B+,B+,B
714,Buffalo Wild Wings,5555 Whittlesey Blvd Ste F,Columbus,GA,31909,(706) 507-2110,A-,B,C-,B,A,B+,A,B,B+,B,A-,B,B-
715,Buffalo Wild Wings,231 N Main St,Sikeston,MO,63801,(573) 481-2999,B,B-,C,B+,A-,B-,B+,B,B,A,C+,C+,B+
716,Buffalo Wild Wings,1429 N Westwood Blvd,Poplar Bluff,MO,63901,(573) 785-9464,B,C+,C,B,A-,C+,B-,B,B+,A-,B,C+,B
717,Buffalo Wild Wings,615 Maple Valley Dr,Farmington,MO,63640,(573) 756-9464,B+,B+,B-,B+,A-,B,B-,A-,B,A-,B,B-,A-
718,Buffalo Wild Wings,2725 N Kansas Expy,Springfield,MO,65803,(417) 865-2999,B+,B,C-,B,A-,B,B-,B,B,A-,A-,B+,A-
719,Buffalo Wild Wings,2136 William St Ste 120,Cape Girardeau,MO,63703,(573) 334-9464,B+,B+,C+,C+,A,B-,B+,C,B,B+,B+,B,A
720,Buffalo Wild Wings,900 E Battlefield St,Springfield,MO,65807,(417) 881-9464,A-,B-,C-,B-,A,B,B,B,B,B+,A,A-,A
721,Buffalo Wild Wings,1111 Branson Landing Blvd,Branson,MO,65616,(417) 334-0004,A-,A-,C,B-,A,B+,B,B,B,B+,B+,A-,A-
722,Buffalo Wild Wings,179 Mid Rivers Mall Dr,Saint Peters,MO,63376,(636) 278-1771,A,A-,B+,A-,A,A,B-,A-,B,B+,A,A-,B+
723,Buffalo Wild Wings,1465 Bass Pro Dr,Saint Charles,MO,63301,(636) 916-5353,A,A-,B+,B+,A,A-,B,B+,B,B+,A,B-,A-
724,Buffalo Wild Wings,707 Stoneridge Blvd,Jefferson City,MO,65109,(573) 635-5600,A,B,C+,A-,A-,A-,B,A-,B-,A-,A-,B-,B+
725,Buffalo Wild Wings,1285 W Pearce Blvd,Wentzville,MO,63385,(636) 887-4895,A,A,B+,A-,A-,A,B-,A-,B,B+,A,B+,B+
726,Buffalo Wild Wings,1244 S Kirkwood Rd,Saint Louis,MO,63122,(314) 821-9464,A+,A+,C+,A,A-,A+,B-,A,B,B,A,A-,A-
727,Buffalo Wild Wings,12653 Olive Blvd,Saint Louis,MO,63141,(314) 579-9464,A+,A+,C+,A,A-,A+,A-,A,B,B,A,A-,B
728,Buffalo Wild Wings,1210 Strassner Dr,Saint Louis,MO,63144,(314) 645-9464,A+,A+,C+,A,A,A+,B,A,B,B,A-,A-,A-
729,Buffalo Wild Wings,136 Old Route 66,Saint Robert,MO,65584,(573) 451-3030,A-,A-,B-,B+,A,A-,A,C,B,B+,C+,B-,B
730,Buffalo Wild Wings,17276 Chesterfield Airport Rd,Chesterfield,MO,63005,(636) 536-9464,A+,A+,C+,A-,A-,A+,C+,A,B,B,A,B-,B+
731,Buffalo Wild Wings,2352 Highway K,O Fallon,MO,63368,(636) 379-3994,A+,A,B+,A,A-,A+,B,A,B,B+,A-,B+,B+
732,Buffalo Wild Wings,1811 N Bishop Ave,Rolla,MO,65401,(573) 341-0303,A,A-,B-,B+,A,A,B,B+,B,A-,B-,B+,A-
733,Buffalo Wild Wings,200 Kestrel Ct,Lake Ozark,MO,65049,(573) 693-1060,B+,B+,B-,B-,A-,B+,C+,B-,B,B+,A-,B-,C+
734,Buffalo Wild Wings,15425 Manchester Rd Ste 46,Ballwin,MO,63011,(636) 207-9464,A+,A+,C+,A,A-,A+,B,A,B,B,A,A-,B+
735,Buffalo Wild Wings,303 E Cooper Blvd Ste A,Warrensburg,MO,64093,(660) 422-3369,A-,B+,B,B,A,A-,B,C+,B,B+,B,C,A-
736,Buffalo Wild Wings,570 S County Center Way,Saint Louis,MO,63129,(314) 845-7878,A,A-,C+,A-,A-,A,B-,A-,B,B+,A,B+,B
737,Buffalo Wild Wings,2352 Old Highway 79,O Fallon,MO,63366,(636) 379-3994,A,A,B+,A-,A-,A,B-,B+,B,B+,A,B+,B+
738,Buffalo Wild Wings,200 Kestrel Ln,Lake Ozark,MO,65049,(573) 693-1060,B+,B+,B-,B-,A-,B+,C+,B-,B,B+,A-,B-,C+
739,Buffalo Wild Wings,505 E Nifong Blvd,Columbia,MO,65201,(573) 441-2244,A,A-,C+,C,A,B+,B,B-,B-,B-,A,B-,A
740,Buffalo Wild Wings,150 Gravois Bluffs Cir,Fenton,MO,63026,(636) 326-5000,A,A-,C+,A-,A-,A,B-,B+,B,A-,A,B,B-
741,Buffalo Wild Wings,1121 E North Ave,Belton,MO,64012,(816) 318-9464,B+,B-,B-,B,A-,B,B,B+,B,A-,B+,C+,B-
742,Buffalo Wild Wings,5403 N Belt Hwy,Saint Joseph,MO,64506,(816) 387-8320,A-,B-,C,B+,A,B+,B,B,B,A-,B+,B+,A-
743,Buffalo Wild Wings,9207 NE Highway 152,Kansas City,MO,64158,(816) 415-9525,A,A,B-,B+,B,A,B+,A-,B,B+,A,B+,C+
744,Buffalo Wild Wings,20110 E Jackson Dr,Independence,MO,64057,(816) 795-6200,A-,A,C-,B+,A,A-,B+,A-,B,A-,B+,B+,B+
745,Buffalo Wild Wings,7704 NE 5th Ave,Vancouver,WA,98665,(360) 597-3486,B+,B-,B-,C,A,B,A-,B,B,C+,A-,A,A
746,Buffalo Wild Wings,4219 S Steele St,Tacoma,WA,98409,(253) 473-7699,B,B-,C,C,A,B-,NG,C+,B,C+,A-,A,A-
747,Buffalo Wild Wings,18508 33rd Ave W,Lynnwood,WA,98037,(425) 672-8029,A-,A-,B-,C,B+,A-,A,B-,B,C,A-,A,A
748,Buffalo Wild Wings,13215 Meridian E,Puyallup,WA,98373,(253) 845-5672,B,B,C,C,A,B,A-,C+,B,C+,A,A,B
749,Buffalo Wild Wings,2005 S 320th St,Federal Way,WA,98003,(253) 529-7862,B+,B-,C+,C-,A,B,A+,C+,B,C,A+,A,A-
750,Buffalo Wild Wings,17020 Twin Lakes Ave Ste 105,Marysville,WA,98271,(360) 652-5349,B-,C,B-,C,A-,C+,NG,B-,B,C+,A,A-,A-
751,Buffalo Wild Wings,14702 E Indiana Ave,Spokane Valley,WA,99216,(509) 891-0289,B,B-,C,C,A,B-,B-,C+,C+,C+,A-,A,A-
752,Buffalo Wild Wings,225 Tukwila Pkwy,Tukwila,WA,98188,(206) 243-1219,B,C+,C+,D+,B+,B-,A+,C,B,C,A+,A,A
753,Buffalo Wild Wings,1614 Black Lake Blvd SW,Olympia,WA,98502,(360) 943-0718,A-,B+,B-,C+,A,B+,B+,B-,B-,C,A,B,A
754,Buffalo Wild Wings,1624 4th Ave,Seattle,WA,98101,(206) 467-2743,A+,A,C+,C,A+,B+,A,B-,B,C-,A+,A+,A
755,Buffalo Wild Wings,295 Tukwila Pkwy,Tukwila,WA,98188,(206) 243-1219,B,C+,C+,D+,B+,B-,A+,C,B,C,A+,A,A
756,Buffalo Wild Wings,6 Bellis Fair Pkwy,Bellingham,WA,98226,(360) 671-5963,A-,B-,B,C-,A-,B,A-,B-,A+,C,A,A,A
757,Buffalo Wild Wings,10315 Silverdale Way NW,Silverdale,WA,98383,(360) 698-5397,A,A-,B-,C+,A,A-,NG,B-,A,C,A,A,A-
758,Buffalo Wild Wings,2529 Main St,Union Gap,WA,98903,(509) 453-1215,B-,B,C,B-,A-,B-,A,B-,C,B-,B,B-,B
759,Buffalo Wild Wings,4750 N Division St,Spokane,WA,99207,(509) 484-7062,B,B-,C,C,A,B-,B+,C,C,B-,A-,A,A
760,Buffalo Wild Wings,1402 SE Everett Mall Way Ste 410,Everett,WA,98208,(425) 265-0668,A-,B+,B-,C+,B,A-,A,B,B-,C,A,A,A-
761,Buffalo Wild Wings,8551 W Gage Blvd,Kennewick,WA,99336,(509) 735-6892,B+,B,B,C+,A,B+,A,B-,B-,B-,A,A-,A-
762,Buffalo Wild Wings,10315 Kitsap Mall Blvd NW,Silverdale,WA,98383,(360) 698-5397,A,A-,B-,C+,A,A-,NG,B-,A,C,A,A,A-
763,Buffalo Wild Wings,10601 Martin Luther King Jr Hwy,Bowie,MD,20720,(301) 464-9292,A-,C,C+,B-,B,B+,A-,A-,B-,C+,B+,B+,B
764,Buffalo Wild Wings,2337 Forest Dr,Annapolis,MD,21401,(410) 573-0331,A,B,C,C,A,B+,A,B+,B,C,A,A-,A
765,Buffalo Wild Wings,33 Maryland Ave Unit C,Rockville,MD,20850,(301) 251-9393,A+,A+,B-,C+,A,A+,A,B,B,C,A+,A,A
766,Buffalo Wild Wings,11215 Mall Cir,Waldorf,MD,20603,(301) 885-0614,A-,B,B-,B-,A-,B+,A,B,B,C+,B+,B-,A-
767,Buffalo Wild Wings,46370 Lexington Village Way,Lexington Park,MD,20653,(240) 237-8144,A-,B,NG,B-,B,A,A,B,B+,B-,A-,A-,B
768,Buffalo Wild Wings,7000 Arundel Mills Cir Ste R3,Hanover,MD,21076,(410) 379-0333,A,B,C,B,A,A-,A,A-,B,C+,B+,A-,A-
769,Buffalo Wild Wings,668 Clopper Rd,Gaithersburg,MD,20878,(301) 330-7300,A+,A+,B-,B,A-,A+,A,B+,B,C+,A+,A,A-
770,Buffalo Wild Wings,2734 N Salisbury Blvd Ste 5b,Salisbury,MD,21801,(443) 736-7540,A-,B,C,B-,A,B+,A,B-,B+,B,B+,A-,A-
771,Buffalo Wild Wings,6191 Columbia Crossing Cir,Columbia,MD,21045,(443) 546-4383,A+,A,NG,B+,A,A+,A+,A-,B,B-,A+,A-,A-
772,Buffalo Wild Wings,14724 Baltimore Ave,Laurel,MD,20726,(240) 456-0382,,,,,,,,,,,,,
773,Buffalo Wild Wings,10240 Baltimore Ave,College Park,MD,20740,(301) 486-0333,A-,C-,C+,C-,A,B-,A+,B-,B,C,A,A,A
774,Buffalo Wild Wings,230 Railway Ln,Hagerstown,MD,21740,(301) 766-7250,B+,B,C,C+,A,B,A-,C+,B-,B,A-,A-,A-
775,Buffalo Wild Wings,404 Englar Rd,Westminster,MD,21157,(410) 386-3550,A-,A-,B,B-,A-,A-,B,B,B-,B-,A,A,A-
776,Buffalo Wild Wings,3335 Worthington Blvd,Ijamsville,MD,21754,(240) 699-0313,A,A+,B-,B+,B-,A+,B-,A,B,B-,A-,A-,B
777,Buffalo Wild Wings,5 Bel Air South Pkwy Ste 1649,Bel Air,MD,21015,(443) 512-8220,A,A,B-,B,A-,A,B,B+,B+,B-,A,A-,B
778,Buffalo Wild Wings,8200 Perry Hall Blvd Ste 3100,Nottingham,MD,21236,(410) 933-3311,A,B+,NG,B,A,A,A-,B,B,B,A-,A-,A-
779,Buffalo Wild Wings,10391 Reisterstown Rd,Owings Mills,MD,21117,(410) 581-6850,A,B-,NG,B-,B,A,A+,B,B-,B-,A-,A-,A-
780,Buffalo Wild Wings,210 Shorebird St,Frederick,MD,21701,(301) 662-1333,A,A,B-,B,A,A,A-,B+,B,B-,A,A,A
781,Buffalo Wild Wings,12107 Winchester Rd SW,Cumberland,MD,21502,(240) 362-7515,B+,B-,C+,B-,A,B,B,C+,B+,B+,A-,A,A-
782,Buffalo Wild Wings,3400 C St,Anchorage,AK,99503,(907) 563-9464,C+,A-,C-,C-,A,C-,NG,C-,NG,C,B+,D-,A
783,Buffalo Wild Wings,555 Shelburne Rd,Burlington,VT,05401,(802) 489-5083,A,A-,A-,C-,A+,A-,B,C,C-,C-,A+,A,A
784,Buffalo Wild Wings,92 N 1200 E,Lehi,UT,84043,(801) 766-8402,A,B+,A-,B+,A-,A+,B-,A,C+,C+,A+,A,A-
785,Buffalo Wild Wings,695 Layton Hills Mall,Layton,UT,84041,(801) 547-9464,A,B,A-,B+,A,A,B+,A-,B-,B-,A+,A,A
786,Buffalo Wild Wings,11332 S River Heights Dr,South Jordan,UT,84095,(801) 826-2999,A,B+,C+,B,A-,A-,B-,A-,C+,C,A+,A,A-
787,Buffalo Wild Wings,702 W Riverdale Rd,Ogden,UT,84405,(801) 392-2337,A-,B-,B-,B,A,B+,B,A-,B-,B-,A+,A,A-
788,Buffalo Wild Wings,2927 S 5600 W,West Valley City,UT,84120,(801) 964-6700,B,C+,C+,C+,B,B,A,B,C+,B-,A,A,A-
789,Buffalo Wild Wings,985 E Fort Union Blvd,Midvale,UT,84047,(801) 566-0144,A-,B+,C+,B-,A,B+,A-,B,C,C+,A+,A,A-
790,Buffalo Wild Wings,11266 S State St,Sandy,UT,84070,(801) 523-3809,A-,B+,C+,B,A,A-,B,B+,C,B-,A+,A,A
791,Buffalo Wild Wings,43 E 1400 N,Logan,UT,84341,(435) 753-0465,A+,A-,A-,B,A,A+,B+,B+,C-,B-,A+,A,A
792,Buffalo Wild Wings,270 S River Rd,Saint George,UT,84790,(435) 673-4902,A-,B+,B+,B-,B,A-,B,A-,C,C+,A+,B+,A-
793,Buffalo Wild Wings,2120 S Highland Dr,Salt Lake City,UT,84106,(801) 484-1775,A,B,C+,B-,A,A-,B+,B+,C+,C+,A+,A,A
794,Buffalo Wild Wings,50 Fox Run Rd,Newington,NH,03801,(603) 433-3022,A,A,B+,B-,A,A,B,B,C,C,A,B,A
795,Buffalo Wild Wings,8 Loudon Rd,Concord,NH,03301,(603) 715-9340,B+,B,B+,C+,B,A-,B-,B-,C,C+,A,A,A-
796,Buffalo Wild Wings,160 Washington St,Rochester,NH,03839,(603) 335-3455,C+,C-,B,C-,B,C+,C+,B-,C+,C+,C+,A-,A-
797,Buffalo Wild Wings,1500 S Willow St,Manchester,NH,03103,(603) 836-3138,B,C,B-,C-,A,B-,A-,C+,C,C+,A-,A,A-
798,Buffalo Wild Wings,310 Daniel Webster Hwy,Nashua,NH,03060,(603) 888-9464,B,B-,B-,C-,B+,B,A-,C,C,C,A,A,A-
799,Buffalo Wild Wings,3223 E Louise Dr,Meridian,ID,83642,(208) 288-5485,A,B-,B,B,A-,A,B,A-,B-,B-,A+,A,A-
800,Buffalo Wild Wings,2101 N Cassia St,Nampa,ID,83651,(208) 463-9453,B,C,B-,B-,A,B,A-,B,B-,B-,A-,A-,A-
801,Buffalo Wild Wings,1430 Milligan Rd,Idaho Falls,ID,83402,(208) 528-9453,B+,C+,B-,B,A-,B-,B,B+,C-,B,A-,C+,A
802,Buffalo Wild Wings,4200 Pole Line Rd,Pocatello,ID,83201,(208) 238-5708,A-,B,B-,B,A,A-,B,B,C,B,A,A-,A
803,Buffalo Wild Wings,4200 Poleline Rd,Pocatello,ID,83202,(208) 238-5708,B+,B,B-,B,A-,B,NG,B,C,B,A,B,A
804,Buffalo Wild Wings,407 W Neider Ave,Coeur D Alene,ID,83815,(208) 667-0042,B+,B-,B,C+,A-,B+,B-,B,B-,B-,A,A,B+
805,Buffalo Wild Wings,1239 Pole Line Rd E Ste B5,Twin Falls,ID,83301,(208) 736-9453,B,C,B-,B-,A-,C+,B+,B+,C,B,A,C,A
806,Buffalo Wild Wings,1710 W Pullman Rd,Moscow,ID,83843,(208) 882-7630,A,A-,B+,C+,A,A-,B-,B-,B-,C+,A,B,A
807,Buffalo Wild Wings,1045 Hanes Mall Blvd,Winston Salem,NC,27103,(336) 760-9233,A,A-,C,B,A,A,A,B-,B+,B+,A,B+,A-
808,Buffalo Wild Wings,289 George Bay Ct,Concord,NC,28027,(704) 782-9464,A,A-,B-,B+,A,A,A,B+,B+,B+,B+,B+,B+
809,Buffalo Wild Wings,2049 Catawba Valley Blvd SE,Hickory,NC,28602,(828) 327-9464,A-,B+,C,B,A-,B+,A-,B-,B+,A-,B+,B+,A-
810,Buffalo Wild Wings,2530 Sardis Rd N,Charlotte,NC,28227,(704) 849-9464,A,B+,C,B,A-,B+,A+,B+,B+,B,A-,B+,A-
811,Buffalo Wild Wings,148 Shenstone Ln,Garner,NC,27529,(919) 661-5238,A,A-,B+,B+,A-,A,A,A-,B+,B+,A,B+,B+
812,Buffalo Wild Wings,2097 Skibo Rd,Fayetteville,NC,28314,(910) 868-1561,B+,B-,C,B-,A,B,A+,C+,B+,B+,B-,B,B+
813,Buffalo Wild Wings,6700 Knightdale Blvd,Knightdale,NC,27545,(919) 217-2559,A,B,B+,B+,A-,A,A+,A-,B,B+,A,B+,C+
814,Buffalo Wild Wings,422 Cox Rd,Gastonia,NC,28054,(704) 349-4060,B+,C+,C+,C+,B,B,A,C+,A-,B+,B+,B+,A-
815,Buffalo Wild Wings,5533 Carolina Beach Rd,Wilmington,NC,28412,(910) 392-7224,A,A-,C-,B,A-,B+,B+,B-,B+,B,A,B+,A-
816,Buffalo Wild Wings,2800 Raleigh Road Pkwy W,Wilson,NC,27896,(252) 234-9464,B+,B-,C,B,B,B,A,B,B+,B+,B,C+,B+
817,Buffalo Wild Wings,400 E Martin Luther King Blvd,Charlotte,NC,28202,(704) 971-9464,A+,B,C,B+,A+,A-,A,A,A-,B,A,B+,A
818,Buffalo Wild Wings,6709 Fayetteville Rd,Durham,NC,27713,(919) 206-4497,A+,B-,C-,B+,B,A,A+,A-,B,B,A,B,A-
819,Buffalo Wild Wings,1300 Village Market Pl,Morrisville,NC,27560,(919) 469-7872,A+,A+,B+,A,A,A+,A,A,B+,B,A,B+,A-
820,Buffalo Wild Wings,2410 Us Highway 70 SE,Hickory,NC,28602,(828) 323-1016,A-,B+,C,B,A-,B+,A-,B-,B+,A-,B+,B+,A-
821,Buffalo Wild Wings,14157 Steele Creek Rd,Charlotte,NC,28273,(704) 588-8137,A,B,C,B,B+,A-,A+,B,A-,B,A-,B+,A-
822,Buffalo Wild Wings,4175 Western Blvd,Jacksonville,NC,28546,(910) 378-7215,A-,B-,B,C+,A,B+,A,C+,B+,B,A-,B+,A-
823,Buffalo Wild Wings,479 River Hwy,Mooresville,NC,28117,(704) 799-1458,A,A-,B,B,A-,A,B,B+,B+,B-,A,B+,A-
824,Buffalo Wild Wings,121 Grand Hill Pl,Holly Springs,NC,27540,(919) 577-0407,A+,A-,B+,A,B-,A+,B+,A,B+,B,A,B,B-
825,Buffalo Wild Wings,1640 Us Highway 1 S,Southern Pines,NC,28387,(910) 684-8005,A,B+,B-,B-,A-,B+,A-,B-,B+,B,A,B+,A-
826,Buffalo Wild Wings,2109 W Roosevelt Blvd,Monroe,NC,28110,(704) 283-5546,B+,A-,B-,B,B,B+,A,B+,B+,B+,A,B-,B
827,Buffalo Wild Wings,3098 S Horner Blvd,Sanford,NC,27332,(919) 718-6846,B,B-,C,B,B,B-,A,C+,B,B+,A-,C+,B
828,Buffalo Wild Wings,140 Hays Ln Ste B15,Wilmington,NC,28411,(910) 338-4690,A,A-,C-,B+,A-,A-,B,B+,B+,B,A,A-,B
829,Buffalo Wild Wings,9402 Northlake W Dr. Ste. 103 Northlake Plaza,Charlotte,NC,28216,(704) 392-6452,A-,C,C,B-,A,B,A,B,A-,B,A,B+,A-
830,Buffalo Wild Wings,130 S Equity Dr,Smithfield,NC,27577,(919) 938-1250,B,B,C+,C+,A-,B-,A,B-,B,B+,B,B-,B
831,Buffalo Wild Wings,215 Ring Rd,Rocky Mount,NC,27804,(252) 446-0164,B,C+,C,C+,B,B-,A,C,B,B+,B+,C+,B
832,Buffalo Wild Wings,206 Old Eastwood Rd,Wilmington,NC,28403,(910) 798-9464,A-,A-,C-,C-,A,B,B+,C,B+,C+,A,A,A
833,Buffalo Wild Wings,5136 Hwy 70 W,Morehead City,NC,28557,(252) 727-9191,A-,A-,B-,B-,A-,B+,B+,B-,A-,B,A,B-,A-
834,Buffalo Wild Wings,426 E Arlington Blvd Ste B,Greenville,NC,27858,(252) 758-9191,A,B+,C+,B-,A,B+,A-,B-,A-,B,A-,B-,A
835,Buffalo Wild Wings,3102 M L King Jr Blvd,New Bern,NC,28562,(252) 635-9464,A-,B,C+,B-,A-,B,A-,C+,A-,B,B+,B-,B+
836,Buffalo Wild Wings,4 Tunnel Rd,Asheville,NC,28805,(828) 251-7384,A,B+,C,B-,A-,B+,B,B+,B+,B,A,A-,B+
837,Buffalo Wild Wings,680 S Bay Rd,Dover,DE,19901,(302) 346-9464,A-,B,C+,C+,A,B+,A,C+,B,B,B+,A-,A
838,Buffalo Wild Wings,19930 Lighthouse Plaza Blvd,Rehoboth Beach,DE,19971,(302) 727-5946,A,A,B-,B-,A,A-,B,B,A,B-,B+,A,A
839,Buffalo Wild Wings,540 W Main St,Middletown,DE,19709,(302) 285-0000,A-,A-,C-,B,A-,A-,A-,B+,B,B,A-,A-,A-
840,Buffalo Wild Wings,2062 Limestone Rd,Wilmington,DE,19808,(302) 999-9211,A-,B-,C-,B-,A-,B+,A-,B+,B,B,A,A,A-
841,Buffalo Wild Wings,1887 Pulaski Hwy,Bear,DE,19701,(302) 832-3900,A-,B,C-,B-,B,B+,A,B,B,B-,B+,A-,A-
842,Buffalo Wild Wings,100 S Main St,Newark,DE,19711,(302) 731-3145,A,B-,C-,B-,A,B+,A-,B+,B,B-,A,A,A
843,Buffalo Wild Wings,4 Northridge Dr,Buckhannon,WV,26201,(304) 472-9464,B-,D+,B+,B+,A-,C+,C+,C+,B-,A,B-,B-,C+
844,Buffalo Wild Wings,214 Crossroads Dr,Mount Hope,WV,25880,(304) 252-8712,C+,C-,C-,B-,A-,C-,B-,B-,B+,A,B-,B,C+
845,Buffalo Wild Wings,45 Betten Ct,Bridgeport,WV,26330,(304) 808-6453,A-,B,B+,A,A-,A-,B-,A-,B+,A-,B+,B-,C+
846,Buffalo Wild Wings,6 Walmart Dr,Moundsville,WV,26041,(304) 810-4079,B,C+,B+,B+,A-,B-,C+,A-,C+,A,B,C+,A-
847,Buffalo Wild Wings,2501 Mountaineer Blvd,South Charleston,WV,25309,(304) 744-0801,B+,B,C-,A-,A-,B-,B,B,B+,A,B+,B-,B
848,Buffalo Wild Wings,70 Nitro Market Pl,Charleston,WV,25313,(304) 776-9180,B+,C+,C-,B+,A,B-,B-,B+,A-,A-,B,B-,B
849,Buffalo Wild Wings,1099 Suncrest Town Centre Dr,Morgantown,WV,26505,(304) 598-3430,A,A,B-,C,A+,A,B,B-,C+,B-,A-,A-,A
850,Buffalo Wild Wings,796 Foxcroft Ave Ste 205,Martinsburg,WV,25401,(304) 264-9453,B,B-,C+,C,A,B,B+,C+,B,B,B+,A-,B
